6301 2
3329 -1.0384454 -0.045279175
3916 -1.0145377 -0.48186636
3509 -1.028962 -1.1672065
2752 -0.9960872 0.020059846
824 -0.9581809 0.23205148
1607 -1.0927026 0.40056223
4625 -0.9992227 -0.59480685
631 -0.9674379 0.116494685
4915 -0.982723 -0.012030113
271 -1.1542706 -1.244584
4540 -1.0534363 -0.98024154
839 -1.0217772 -0.008036601
3629 -1.1680799 -1.3233194
842 -0.9736763 -0.44237888
1598 -0.9652292 -0.6655184
235 -1.0497308 -0.21214618
2923 -0.970625 -0.2341317
2204 -1.0682404 -0.5665647
1052 -0.7722618 0.37688828
1272 -1.0125496 0.003336847
4455 -1.1070473 0.5331309
2113 -0.9887875 -0.33675182
3431 -0.95345765 -0.037560284
3206 -0.9121482 0.13937648
5279 -1.0322281 0.06697056
815 -0.9787943 -0.29658365
4009 -1.007037 -0.9181441
3949 -1.0734359 -1.313867
192 -0.8431975 0.12211584
1077 -1.0121089 0.3490274
2449 -0.96799153 -0.17033167
1216 -1.1053746 -0.8920685
757 -0.8814637 -0.46123922
1954 -0.94829386 -0.29665044
5474 -1.3539251 -2.040126
322 -1.0287803 0.36958858
1408 -0.9614472 -0.38716522
4075 -0.9807733 -0.16328762
4129 -0.89326 -0.48472428
2177 -0.9707488 -0.27624533
53 -1.0184829 -0.093181625
224 -0.9684889 -0.10848841
2570 -0.9785658 -0.7658257
5633 -1.3949147 -2.05809
2265 -1.0045525 -0.66222084
4658 -0.9592567 -0.5925887
1503 -0.9760208 -0.50765115
2841 -1.116301 -1.2282208
4166 -1.0902199 0.44589102
3319 -0.97480506 -0.5405819
2257 -0.96091396 -0.36397526
5597 -1.0305114 -1.1211615
495 -0.9733449 -0.49580058
2151 -0.97530025 -0.3468369
1831 -0.9926539 -0.10111788
337 -1.079168 0.32778507
3612 -0.94658506 -0.5718859
748 -1.0049391 -0.33477414
1985 -1.0160229 -0.34762746
297 -0.99827856 -0.7768817
3215 -0.9971824 -0.30257353
524 -0.92966205 -0.25887567
714 -1.1326144 -1.1849746
4770 -1.0061508 -0.1344556
295 -0.9563425 -0.42840913
3511 -1.2819027 -1.528005
882 -1.0002422 -0.9695205
4237 -0.9809967 -0.15702246
2839 -1.005138 -0.6006205
69 -1.1546116 0.627262
2002 -1.067254 -1.1370676
4072 -0.9805121 -0.73785895
1530 -1.0067496 -0.74825025
4412 -0.9877763 -0.31021836
4806 -0.9832938 -0.65105075
1528 -0.94661367 -0.24009809
2026 -0.94963545 0.13128638
658 -1.0592872 0.5515464
2932 -0.95884174 -0.8204401
2005 -1.0277135 -0.798612
1437 -1.0054984 -0.41405818
3841 -1.013762 -0.543688
3478 -1.1274385 -1.2990222
3397 -0.91893375 -0.20888384
5695 -0.8706221 -0.28790858
2566 -1.1117022 -1.016988
4307 -0.99295443 -0.13251841
1330 -1.2794663 -1.708481
2010 -1.0289192 -0.41617998
2848 -1.0587628 0.2105555
159 -0.94664174 -0.1081015
3636 -1.0130383 -0.13800631
1702 -0.9707069 -0.08302619
4934 -1.0666925 -0.74013376
1961 -0.9718867 -0.013293191
1043 -1.1008005 0.527145
2853 -1.0515538 -0.95333743
848 -1.0069255 -0.104801744
4876 -0.9827685 0.042910777
5850 -1.1760013 -1.3664207
2287 -0.97065943 -0.0888618
3906 -1.0086033 -0.5092515
344 -0.97094846 -0.044109866
5081 -1.0365535 -0.89769375
2889 -1.0468976 -0.06584944
4426 -1.1741724 -1.5044062
2953 -1.0621483 -0.94518083
468 -1.0604732 0.5592141
1375 -1.1768222 -1.2900823
5866 -1.2206694 -1.5970253
3141 -0.907279 -0.37843874
1668 -1.0643666 0.3594726
2059 -0.9931531 0.5927111
2274 -0.9663954 -0.18853271
970 -0.96803415 -0.47831073
795 -1.1198945 -1.3342633
3951 -1.000131 -0.6222217
2792 -1.0164021 -0.9039962
5049 -1.0543176 -0.79333687
1565 -1.0528829 0.19690767
2266 -1.0059774 -0.47674406
1070 -0.9380092 0.09087831
1249 -1.0387448 -0.6136647
58 -0.95919615 0.011342858
2472 -1.0184778 -0.09425297
2186 -1.0144036 -0.46320015
3794 -1.0434128 -0.933063
157 -1.076908 -1.0095258
1160 -1.012417 0.011767404
3977 -0.9650982 -0.31382516
3698 -1.0584929 0.20585695
1427 -0.96895665 0.051340677
2162 -1.0315412 -0.13163327
2561 -1.014784 -0.79695076
2825 -0.99255717 -0.6779729
1817 -1.0160939 -0.58812785
4317 -1.0669937 -1.172123
1916 -0.9833833 -0.5445764
100 -0.96226823 -0.14305337
2891 -1.0110958 -0.509062
118 -0.99050957 -0.09625043
3006 -1.008559 0.16502205
3193 -0.99225587 -0.53100985
5884 -2.6290905 2.8779426
4408 -0.9621726 -0.04824789
5546 -0.9815064 -0.4732601
3695 -1.0156047 -0.63373744
2571 -1.0846244 -1.0192245
2230 -1.0227993 -0.7149398
1311 -0.9734963 -0.37670863
45 -1.1043164 0.6184249
893 -1.007128 -0.8845519
231 -0.9883154 -0.27474114
318 -1.0339895 0.4399558
1536 -0.9271601 -0.39792615
2423 -1.0955995 -1.0570664
1211 -0.9718373 -0.5725685
275 -1.0252087 -0.9546086
4503 -0.99064964 -0.7224958
1568 -0.9794043 -0.543812
1439 -1.0585198 0.039222367
4096 -0.94731027 -0.2153119
976 -1.0566913 -0.9488377
1358 -1.0733085 -0.95881975
464 -0.98691803 -0.36644614
4128 -0.9266933 -0.49321523
2403 -1.0247172 0.37647012
240 -1.014581 0.29051843
2933 -0.95647514 -0.56388885
4893 -1.0137315 -0.87645704
4877 -0.9886647 -0.28784657
3227 -0.95464724 -0.42954272
1037 -1.0168723 0.0217072
483 -1.0738666 0.544884
3608 -1.1185429 -1.1339133
2 -1.6065019 1.7245982
674 -1.1956203 -1.4903991
2757 -0.92407775 0.32127047
2305 -0.9899554 -0.2713984
5230 -1.1002456 -1.2199067
1020 -1.0903608 -1.0969123
2555 -1.0351388 -0.04010381
721 -0.99362266 -0.6178734
3992 -1.0401994 -1.2197833
5407 -0.9457918 -0.53089374
2556 -1.015574 -0.21608673
2857 -0.9783945 -0.9117588
2965 -1.082156 0.31762835
3675 -0.8945161 -0.02357348
3851 -1.0574418 -0.7790709
3002 -1.6536294 1.7220241
2928 -1.0503577 -0.21306878
51 -1.0052325 0.3262002
4734 -0.967986 -0.56321555
960 -0.857019 0.056856092
3288 -0.98992616 -0.57628673
1299 -0.9755866 -0.03200501
1291 -0.96445644 -0.059664965
4578 -0.90727895 -0.10520714
1184 -1.1720392 -1.7166263
3877 -1.0755194 -1.176881
4439 -1.0424567 -0.8830475
1221 -1.0231673 -1.028271
336 -1.0183483 0.19388488
2196 -0.97986287 0.21084009
763 -0.9494208 -0.19563298
2541 -1.0249096 -0.007524439
2255 -1.0266534 -0.8583165
3574 -1.0149674 -0.24389982
1194 -1.0229429 -0.14331168
2726 -0.995923 -0.30108872
3570 -1.0282363 -0.5629723
4018 -1.001186 -0.6061708
3007 -0.9105042 -0.048311964
2543 -1.2872971 -1.7519785
2551 -1.0250309 0.41389254
4811 -1.0537094 -0.62097037
1599 -0.8931511 0.28325483
1863 -0.99647605 -0.65978503
2642 -1.0117136 -0.82694393
5881 -0.9857015 -0.672527
727 -1.0170927 -8.760586e-05
18 -0.9666535 -0.05372321
4151 -1.0727532 -1.162205
2791 -0.8749741 -0.47406265
2516 -0.98152864 -0.35630208
4264 -0.9357112 -0.28268126
2476 -1.0283679 -0.24524733
443 -1.042428 0.6182054
28 -1.0023093 -0.6258928
2950 -1.4014875 -2.0482275
1570 -1.0972474 -1.0211693
95 -0.9950198 0.14114928
1516 -0.9600243 -0.83383816
1849 -1.0527501 0.36097628
562 -0.9268122 -0.19718081
2630 -0.9415515 -0.3044353
1913 -1.027148 -0.49029884
3806 -0.9982275 -0.4192678
2778 -0.95988464 -0.25448385
3547 -0.91693324 -0.099170364
901 -1.1118739 -1.2765028
5017 -1.1536909 -1.3028501
2479 -0.9858894 -0.07718337
2645 -0.93105876 -0.16996154
2746 -0.99205756 -0.31050184
3194 -1.0189538 0.027451124
3029 -1.0324659 -0.6549777
4102 -1.0372068 0.06390546
3593 -0.9607537 -0.32132307
4270 -1.0149002 -0.4873055
1909 -1.0050945 0.36978686
585 -1.0048324 -0.39724556
660 -0.9994103 -0.6721291
2519 -0.9828977 -0.5256585
474 -0.9169104 -0.21033095
2235 -0.966832 -0.12624685
3710 -1.3023435 -1.7613535
4961 -0.96958786 -0.36285493
3230 -0.9605844 -0.5637677
3497 -0.9538959 -0.4979268
3104 -0.9749112 -0.6955893
2689 -0.9656396 -0.14597164
838 -0.9916579 -0.35017273
3170 -1.006913 -0.18142499
3702 -1.0987177 -0.8959593
5765 -0.94511735 0.8627001
3124 -0.98464537 -0.24157542
3687 -1.0134934 0.04594097
2170 -0.99950916 -0.21730138
681 -1.0196049 -0.43418878
1261 -1.0268983 0.19811936
1152 -0.9202718 -0.84182984
3217 -1.0147219 -0.7328788
991 -1.0905265 0.19919801
1471 -1.4075326 1.5679059
3402 -1.0368795 0.4291335
5554 -0.997999 -0.7735875
5118 -1.0427327 -0.9156803
1691 -1.1931254 -1.6123528
5434 -1.1665902 -1.4344556
1988 -0.94627905 -0.2730872
4589 -0.999523 -0.28418726
4074 -1.0775301 -0.9592077
2166 -0.998672 0.028670534
2720 -0.97227496 -0.40415943
3491 -0.96859866 -0.21651517
2064 -1.9566547 2.156862
4133 -0.95800775 -0.57388246
1865 -0.94882447 0.030238606
4080 -0.98441356 -0.63234246
2677 -0.97128093 -0.104817
1126 -1.0072373 -0.3440609
809 -1.013714 0.30774984
3457 -0.9607559 -0.35049963
1803 -1.0431559 -0.67696214
5128 -0.94146395 -0.15133342
2805 -1.023039 0.00017569473
1016 -1.0221909 -0.98876125
3331 -1.0324303 -0.6778508
5487 -0.9772995 -0.2575159
2558 -0.98043454 0.12589183
3083 -0.9778618 -0.5180341
2489 -1.0066092 -0.89078325
3146 -1.2678788 1.0310814
1873 -0.98492247 -0.32956886
3306 -0.9936452 -0.37881473
2795 -1.0515558 -0.9314175
3018 -1.003681 -0.45298764
4336 -1.0104626 -0.14181086
1609 -1.0198472 -0.04456085
4251 -0.9374078 -0.5671689
230 -0.9978706 -0.46026444
2502 -0.96451133 -0.42983553
941 -1.1479082 -1.4374635
456 -1.0379567 -0.94001794
3119 -1.0306593 -0.48200616
3840 -0.9721043 -0.26184034
4999 -1.7633805 1.8283541
492 -1.0169326 -0.7007095
4364 -1.0427312 -0.99730337
3543 -1.0124938 -0.29382437
3768 -0.97827417 -0.5304596
2373 -1.1067426 -1.2497377
396 -1.1362525 0.72446877
3672 -0.99731654 -0.14904366
315 -1.2894082 1.1530476
3224 -1.0023984 0.012564247
2456 -1.0738404 0.3827747
5428 -1.0343491 -0.16269282
3021 -1.041624 -0.51058555
2175 -1.0889921 0.5490608
789 -0.9370864 -0.6188487
3212 -1.0940998 -1.2133945
2784 -1.0541905 0.021446574
1252 -0.97732973 -0.1564417
400 -1.0353035 0.4346137
2768 -1.0296286 -0.04596184
2326 -0.9829288 -0.38670716
1801 -0.97641903 -0.09131181
2568 -1.3008355 -1.6997771
2636 -1.027443 -0.819518
5911 -0.8503033 -0.5160763
365 -0.9854863 -0.19358279
3861 -1.0068531 -0.52896875
808 -0.95321345 0.22634852
3769 -1.0613843 0.24398352
1990 -0.95369035 -0.6217582
1280 -0.9753541 -0.65387446
1764 -1.0266757 0.031947184
3339 -1.0239351 -0.0906861
2672 -1.0428002 -0.8738403
2844 -0.9142798 0.058113415
4507 -1.0330018 -0.89972585
550 -0.91296864 -0.6446992
2190 -0.92700326 0.010757787
1747 -1.105474 -0.8712107
1652 -0.96697557 -0.40058735
5834 -1.8848909 2.054528
4489 -1.0530864 -0.6376065
851 -1.0216702 -0.755767
2764 -0.9779627 -0.28686666
2557 -1.0399097 0.16977786
834 -0.9766136 -0.65357566
5602 -1.0107311 -0.13410202
4889 -1.0138152 -0.5377737
3868 -1.0708276 -0.61106634
4014 -1.008507 0.0547483
134 -1.0030733 -0.3584776
3106 -1.1470689 -1.3741553
1038 -0.94024485 -0.26630977
676 -1.0488931 -1.0843382
1306 -1.1057339 0.32832444
2006 -0.97611266 -0.22029017
3968 -0.9611062 -0.2743017
1829 -0.9766219 -0.056966096
3283 -0.9851029 -0.37914667
5593 -1.034187 -0.22681057
1264 -0.9992446 -0.078893915
1248 -1.3297951 -1.862382
3439 -1.0473325 -0.92815757
3499 -1.0394564 -1.0866416
1892 -1.090528 -1.1985241
3586 -1.0303869 -0.2034689
3112 -0.9828507 -0.6937171
5043 -1.0161462 0.21330965
1645 -0.9593621 -0.8874741
3714 -0.9727932 -0.21869163
2880 -0.9994304 0.24722168
2227 -0.8180978 -0.079040974
4199 -1.0341476 0.20493495
1594 -0.84030753 -0.072933674
5844 -1.0444299 0.4357874
1893 -0.9968828 -0.21300507
2078 -0.89985865 -0.22577578
661 -1.0367515 -0.5612915
1606 -1.2137392 0.8873744
3325 -0.9355519 -0.46291912
4380 -1.0674323 0.13093074
826 -0.9404578 0.18248697
1049 -1.0306959 -1.0886021
3125 -0.96153665 -0.5939347
1615 -0.99330544 -0.64866316
669 -0.9123504 -0.51882374
4675 -0.9592485 -0.52935463
549 -1.0328952 -0.5693304
4838 -1.0410001 -0.8872905
2302 -0.9546971 -1.1509529
3166 -1.0128375 0.32556728
4037 -1.0390162 -0.6873179
570 -0.9913142 -0.2610568
1384 -0.96399665 -0.3624696
643 -0.98497915 -0.6281676
3756 -1.0066553 -0.15272123
272 -1.2057838 -1.4511474
4422 -1.194879 -1.3814986
627 -1.1430624 -1.4594175
4882 -1.0340216 -0.14873904
3218 -1.28604 -1.7412897
1789 -0.9699566 -0.3451754
677 -0.94526726 -0.5748943
414 -1.0041602 -0.85224247
3336 -1.1025838 0.5685346
6096 -0.9950352 -0.9610777
1982 -1.027974 -0.8110447
3243 -0.9848991 0.16486757
5463 -0.9421441 -0.384852
4131 -1.17163 -1.5427232
4339 -1.0208378 -0.29535508
3621 -0.98405445 -0.5837207
1480 -1.0012026 -0.6778276
2197 -1.0464507 0.25318444
3133 -1.0258691 -0.21865167
4136 -1.0583729 0.206868
2684 -1.1432436 -1.4044988
3486 -1.038251 0.18287534
796 -1.3686695 -2.027285
3953 -0.9057144 -0.47140354
2480 -1.1004338 -0.9449824
1677 -0.97819823 0.31207967
3674 -0.9432746 -0.4185895
2996 -0.9874936 -0.34746954
2136 -0.9727349 -1.2327513
4980 -1.0523978 0.2865779
4895 -1.0205001 -0.635967
1256 -0.99631155 0.1699834
2755 -0.9707053 -0.20964688
221 -0.97963595 -0.2050329
1095 -0.9343255 -0.18170638
3196 -1.0128304 0.10725775
3523 -0.966369 0.05570207
2413 -0.9066651 -0.21110263
91 -0.99753666 0.22294207
54 -0.981144 -0.099328175
5828 -1.1687026 0.92424536
5940 -1.1374046 0.7250146
4526 -1.1190602 0.6576068
925 -1.0003756 -0.37102997
3694 -1.0558404 -1.1826857
3144 -1.0338842 -0.93910277
5514 -0.9943594 -0.9938341
3684 -1.0957379 0.07924734
1629 -1.0687329 0.13331884
5971 -1.6921599 -2.4892986
818 -0.95730263 0.2481692
3440 -1.2636619 -1.7137756
4365 -0.97005415 -0.7830621
2157 -1.0269516 -0.89989394
2995 -1.0938786 -1.0882517
1597 -0.9369701 0.28670758
2968 -1.051601 0.53955686
3300 -1.0442516 -0.9234621
2378 -1.1257551 -1.3639
3852 -0.98739517 -0.5739773
2027 -1.0464381 -1.0740083
4067 -1.00586 -0.099979505
2664 -1.0071385 -0.27224037
5004 -1.0728323 -0.9768191
1501 -0.9153205 -0.5184562
4262 -1.2242441 -1.4888376
6244 -1.0324439 -0.9862947
3153 -1.2809393 -1.6342926
1517 -0.9729456 -0.2031591
1738 -1.0204486 -0.12918882
5823 -0.99452174 -0.8337912
119 -1.0586121 0.5182939
1975 -0.9170032 -0.1904538
1545 -0.9913634 -0.17295285
2341 -1.0296892 -0.63736147
3721 -0.99475896 -0.9380493
642 -0.98008084 -0.5413253
3789 -1.4343997 -2.0998306
5414 -1.1451627 0.6738618
2864 -0.91071516 0.06654089
6282 -1.6045897 -2.4128482
567 -0.9997376 -0.5469788
4485 -1.0152122 -0.35686496
995 -0.9465818 -0.5079553
4017 -0.985845 -0.10915844
1274 -1.0287882 0.12676223
2232 -1.4241251 -2.11091
2433 -0.96502084 -0.5246239
3713 -0.99875903 -0.1982728
1150 -1.1179378 -1.4059309
591 -3.9695692 -5.8989916
1202 -0.98129565 -0.14972265
1189 -2.9401877 -4.506984
3727 -1.2909412 -1.6228473
3211 -1.0165088 -0.4456473
4395 -1.1605484 -1.1248627
5051 -1.2172043 -1.5081925
204 -1.2469711 -1.7501031
5507 -0.9972182 -0.4635709
2081 -0.95833933 0.29734305
3737 -1.0032022 -0.13636173
2788 -1.0944463 -1.2075511
4316 -0.8991085 0.15882385
82 -0.9744352 -0.68792003
1486 -1.0420196 0.2396774
3084 -1.0364882 -0.87214464
1378 -1.017294 -0.16241296
2905 -0.9575768 -0.58163136
5283 -0.9177038 0.046842217
3055 -1.032855 -0.6389743
4375 -0.9718428 -0.15728056
1197 -1.0181987 -0.008719927
1322 -1.030552 -0.792105
2058 -0.9234802 0.09599242
3682 -1.0074605 -0.22631048
2011 -0.9932841 0.09159885
171 -0.87751603 -0.3807223
5179 -0.9945276 0.059063856
2641 -0.9600121 -0.27341577
5229 -1.0448961 -0.8759036
3071 -0.98177946 -0.5675506
4286 -1.054892 0.1592347
5494 -1.000038 -0.39246812
3114 -0.99796355 0.020355426
1364 -1.0437688 -0.49143013
2854 -1.1173465 -1.1883056
4809 -1.2482766 -1.6908188
3473 -1.0133697 -0.39294535
5116 -1.0097913 -0.8114735
1130 -1.0141999 -0.41694218
2842 -0.9917295 -0.68291676
3253 -1.0092772 -0.11758486
2914 -0.8938334 -0.2934662
2319 -0.9939009 0.03887606
3132 -0.9751069 0.20777088
1042 -1.1145953 0.618685
2311 -1.0146931 -0.64580095
3357 -1.0519836 0.19847341
774 -1.0294852 0.27316234
1175 -1.0741969 0.37362754
3219 -1.0509145 -0.8790276
2540 -1.0014182 -0.656309
4597 -1.135668 -1.231352
1998 -1.186874 -1.8184211
2582 -1.1187857 -1.2688614
1718 -0.9749321 -0.28614628
4254 -0.9524023 -0.54378474
3618 -1.0019524 0.018714037
4613 -1.035478 -0.1535934
3837 -1.1926908 1.2732779
2833 -1.0670701 -0.8981719
3722 -0.9529125 -0.7267666
1482 -0.916897 -0.40198573
1007 -1.0200452 -0.26948968
3671 -0.99866986 -0.27475774
80 -0.9945318 -0.5715736
4904 -1.1221157 -1.2765414
3097 -1.0662698 -0.95013213
1833 -1.0387685 0.023184884
2918 -0.9328711 -0.6528946
2550 -0.95583826 -0.16337404
2155 -1.0435424 -0.74485385
1127 -0.98597556 0.13467953
2769 -1.045415 -0.54476243
2867 -0.9978295 -0.59623736
1804 -1.0538914 -0.140908
1695 -1.0216464 -0.11944919
4939 -1.0658797 -1.1575805
4304 -0.9588462 -0.18221673
914 -0.9719749 0.32822526
3139 -1.0018854 -0.25338307
2099 -1.0143918 -0.49417612
2450 -1.0063369 -0.092553474
3788 -1.3099495 -1.9070169
47 -0.9889605 -0.43549573
1060 -1.0172986 0.17935261
4603 -1.0479925 -1.3007145
1140 -1.0999511 0.7542272
1011 -2.3330593 -3.7596269
1309 -1.0000651 -0.2788429
3709 -1.1146703 -1.2139391
5757 -1.1680206 0.9423591
5779 -1.1326677 -1.4363228
6166 -1.1283193 -1.2379651
2412 -0.9882334 0.39385077
292 -0.98109573 0.35730997
1345 -1.064098 0.3641541
2229 -0.9566316 -0.5870066
2850 -1.0306876 0.2465925
5436 -1.0622989 -0.95700413
4397 -1.1711326 -1.3972135
4038 -1.2106664 -1.5847458
5314 -0.8398095 0.47551364
4966 -1.0238068 -1.1984633
4570 -1.1476486 0.87619764
5627 -1.0815935 -1.0216285
4978 -1.013327 -0.44233653
2245 -1.7427834 -2.8796945
2838 -1.2249123 -1.5051603
2820 -0.9183453 -0.4645845
1266 -1.1688753 0.7701857
778 -0.9680393 0.060253266
5685 -1.4284769 -2.0157673
4007 -1.1588035 -1.2568451
5655 -1.0852922 0.2424085
2837 -0.97434527 -0.31066254
1142 -1.0241841 0.37576059
4145 -1.0234106 -0.738987
3918 -1.0891838 -1.0024402
2661 -0.9467408 -0.82438636
5156 -1.1906831 -1.6004065
4150 -0.9379235 -0.6351234
602 -1.000101 -0.0038193334
2975 -0.98454285 0.41021946
1790 -1.0453867 -0.9604203
3064 -1.0939692 0.29018962
4117 -0.996245 -0.381829
1768 -0.92152226 -0.4051248
2211 -1.3732568 1.3394061
4156 -0.9791547 0.117530845
3216 -1.1072296 0.74619955
3318 -1.0147808 -0.23056284
1931 -1.0120409 -0.04099975
4006 -1.0038743 -0.5557751
3795 -0.9784608 -0.5149975
312 -1.0572989 0.45580718
4132 -0.92011946 -0.17800555
4173 -0.93690646 -0.44504428
3392 -0.9939482 -0.5246367
4453 -1.0078286 0.37810406
2553 -0.96454936 -0.10411562
2334 -1.0470203 0.27005363
5638 -1.0285213 -0.8385556
3959 -1.044913 0.029956218
2628 -1.1898791 0.83143085
2327 -0.99410564 0.04019735
2198 -1.0060004 -0.5924223
3280 -0.98598546 -0.5330165
3455 -1.1957872 -1.3270085
1886 -0.79766107 -0.06006713
4623 -1.13864 -1.1262424
93 -0.9760723 -0.5521367
4205 -0.8867854 -0.60749614
4841 -0.96568227 -0.20967913
5576 -1.0011202 -0.62221885
3777 -0.9822971 -0.2500519
2531 -1.1414366 0.35043073
2740 -1.0338321 -0.60627574
94 -1.0079805 0.04856378
1003 -0.9710184 -0.06646287
4462 -1.0711206 0.45745796
1505 -0.87750673 -0.5000312
5121 -1.0055356 -0.5302117
3404 -1.0866098 -1.0888213
2884 -0.9334072 -0.109732114
97 -1.0176635 -0.5546012
4768 -1.1246676 0.71789515
1719 -1.0138987 0.24390009
3679 -1.0896419 0.2702376
2896 -0.98924994 -0.2159643
104 -1.0726782 0.4108368
3614 -0.94523066 -0.025438638
1628 -1.1483763 0.44296688
2111 -1.0435679 0.24282049
913 -1.0683595 0.06716677
1624 -0.9675327 -1.1364101
1334 -1.042145 0.31043676
3501 -1.2841712 -1.6747706
2054 -1.0270243 -0.057735182
872 -1.0094005 -0.32118425
5037 -1.0475552 -1.2570199
3113 -1.0322334 -0.55112404
5643 -2.0636559 -3.3338544
1614 -1.1551566 -1.1811365
4848 -1.0395048 -0.48431185
6040 -2.967992 3.3208804
1265 -1.0025076 0.1813381
1957 -0.98848873 -0.37692264
5228 -1.1200945 -0.9570229
3317 -1.0042255 -0.93756175
5802 -0.9944164 -0.61674255
4059 -1.2331538 -1.6687827
1490 -1.0866657 0.67052054
3054 -2.4140544 -3.685797
1619 -0.9140623 -0.7936837
5056 -0.9752043 0.23621497
623 -1.6312006 -2.4047277
3421 -1.089051 0.35266408
4559 -1.1123058 -1.347425
3456 -0.93720233 -0.4233292
2631 -1.2032771 -1.5390284
3126 -1.0505078 0.46445307
2955 -1.0590535 0.15285671
1423 -1.0098091 -0.35670632
1066 -1.0139954 0.16000591
5601 -0.97883755 -0.59726495
2539 -1.0023394 -0.48056203
2989 -1.3606441 -1.9748949
2637 -0.957538 -0.29272118
324 -1.0018288 -0.22596578
5479 -0.980393 -0.29495397
876 -1.0328515 -0.87972546
3581 -0.87926084 -0.54673433
4640 -0.9926895 -0.08473402
4584 -1.0315154 -0.24538268
379 -0.99314743 -1.118811
85 -0.97941583 -0.32047546
5140 -1.1114813 0.42058867
2858 -0.9821966 -0.02572756
3241 -1.0717221 -1.0894816
3416 -1.0722151 0.12003381
2602 -1.0937909 0.43261325
404 -1.1678388 1.0151949
770 -1.0127393 -0.7418873
526 -1.0236018 -0.6623042
1133 -1.1907821 -1.0494511
486 -0.9919502 -0.27978584
4757 -1.0612969 0.03146785
1761 -1.0709853 -0.021791058
2349 -0.98391193 -0.7044129
4912 -1.0269728 -0.9248248
632 -1.0126978 -0.9059831
619 -1.2101392 -1.586036
1898 -1.1781591 0.8075118
3367 -0.93477035 -0.40215084
626 -1.0233213 -1.0121104
3530 -0.9906028 0.10376908
2818 -1.0094221 -0.8745991
25 -1.08311 -0.008463962
630 -1.5344574 1.5846919
1983 -1.014652 -0.90148014
4501 -0.94960356 -0.41672766
6091 -1.4926597 -2.1704426
2445 -1.0069481 -0.6712599
2380 -1.0021818 -0.07331286
1178 -1.0216988 0.10573317
2671 -1.0185183 -0.6966127
1581 -1.0246153 0.09549606
313 -1.1352112 0.94639516
5050 -0.9602798 -0.27872512
4765 -0.9958701 -0.26693204
3569 -1.0037745 -0.37422603
3388 -1.0614091 -1.1577564
4437 -0.9837474 -0.44443586
2416 -1.2350878 -1.5635527
4797 -1.5687681 -2.3331494
594 -3.677012 -5.530148
2734 -1.1370332 -1.5462292
2016 -0.9635858 -0.5618595
4801 -1.0515682 -1.0750743
4022 -1.1972667 -1.3377604
2173 -0.99629223 0.4981423
2317 -0.9802354 -0.34241775
429 -1.0099468 0.27242383
5388 -0.9810521 0.039232273
397 -1.1434454 0.86822087
4256 -1.0056939 0.1068833
3908 -0.9712369 -0.05570097
5186 -1.0517381 -1.1392201
4663 -0.9562572 -0.72289497
3162 -1.0446073 0.22440489
2042 -1.0258836 0.30828357
4363 -1.0118259 -0.42382628
5688 -1.0417386 -0.75257623
2588 -1.0266938 -0.6662464
2931 -0.95468307 -0.3575034
5250 -1.478563 1.4802898
817 -0.9947458 -0.42256868
5316 -1.1765475 -1.5624022
1031 -1.1481855 0.6480967
294 -0.98208183 -0.41867605
5710 -0.90869945 0.3664257
600 -0.9266564 -0.55442643
3601 -0.9906408 -0.62872756
2536 -1.0107088 -0.97476393
2008 -1.0176444 -0.37204137
4776 -1.0020343 -0.7499297
4296 -0.9388601 -0.68344426
3414 -1.0186565 -0.5744706
2793 -1.011175 -0.8903835
4425 -1.0425403 0.24459316
3252 -1.0111234 -0.2121011
4812 -1.0587442 -0.5247186
5080 -0.97533315 -0.025179468
3359 -0.9184519 -0.6109332
3303 -0.952962 -0.4963809
3395 -1.0274112 0.2734283
2165 -0.9907928 -0.07259426
3328 -1.0140969 0.10799574
5468 -1.089701 -1.2924803
3282 -1.0514785 -0.12020306
3708 -1.373392 -2.0172076
1495 -1.0657265 0.96615434
1574 -1.0753709 -1.0167027
4872 -0.9685525 -0.34382603
3453 -0.95949125 -0.54716337
5100 -1.0818781 -0.90037066
4288 -1.0115777 -0.71648794
3960 -1.0869434 -0.10640136
1993 -1.0105112 -0.62089413
2780 -1.0286274 -0.48452163
3386 -1.2484382 -1.6168208
3632 -1.0030693 -0.8032961
1107 -1.0994011 -1.1365424
1071 -0.95026356 0.23994525
5686 -1.371011 -1.8711762
4291 -1.1040052 -1.0921692
1156 -0.96375245 0.005680021
3314 -0.96928215 -0.093691975
1088 -1.0870138 0.62305933
1349 -1.1674991 0.84036684
2213 -1.08748 0.6315749
5879 -1.0922652 -1.1406546
3378 -1.0780972 -1.1064305
5614 -0.9791598 -0.61528045
1744 -0.9988141 -0.7358514
871 -0.93485206 -0.300322
1802 -1.0917157 -1.0720241
2004 -1.0296227 -0.79872173
5261 -0.95493966 -0.48015505
2169 -1.0251905 -0.58250535
1563 -0.9966799 0.37233606
2613 -1.0016649 0.16024202
4141 -0.9702504 -0.5286195
223 -1.020173 0.13795221
3743 -0.9762934 0.21929085
3580 -0.9966395 -0.8575184
3925 -0.936724 -0.23572986
206 -1.4789746 -2.1715348
1180 -0.98735166 -0.6049505
4948 -0.9860774 -0.030047225
1435 -1.0623283 -0.0046488205
3994 -0.968167 -0.34232724
4572 -1.6782889 -2.4472296
2308 -1.023924 -1.1353014
4077 -0.96580267 -0.5355251
5767 -0.9649356 -0.038844787
